Title,STATUS,Coupa Req,PO ID,Cost Total,Coupa Status,Submitted by,GCU Contact,Date Submitted,Business Need,Approval,Licensing Requirements,Licensing Requirements Explain,URL Product,Notes,Product Logo,Primary Approver,Point of Contact,Name of Primary Contact,SME,M365 Replace,Description,Primary IT Contact,Support Department Manager,Who uses this application?,App Status,Purpose,Origin,AppOwnerOrganization,App USE Org,App Owner Department,Name of Software Company,Departments Use the App,Cost Requirements,Cost Requirements Explain,Security Approval,Date of Security Review,URL to Governance System,Business Engagement QA,Business Engagement Notes,Business Engagement Approval,Who Uses,Dept Use-Which Dept,Software Version Initial,Software Version - Today,Support Department,Primary Business Administrator,Date of Launch,Date of Renewal,Department Renewal,Support Details,3rd Party Patching Requirements,3rd Party Vendor Website,Renewal Date,Item Type,Path
Four Winds,Sam Done,195388,#186905,44995.35,Ordered,Vanessa Sanchez (GCE),,12/9/20,,Approved,Unknown,,,,,,,,,,Vanessa Sanchez,,,,Existing,Digital Messaging Boards Software,IT Use,GCE,GCE,,"ConnectedSign, LLC",,Unknown,,Yes,,,,,,,,,,,,12/9/20,12/9/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Frame.io Transfer,Sam Done,,,,,,,11/5/20,"Cloud storage/collaboration website used by Athletics and Marketing
",Restricted Approval,Yes,Cost Associated,,"1216546 Request Detail
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Freedom Scientific (JAWS),Sam Done,,,,,,,8/6/19,Software for impaired students to use to access GCU student platforms,Approved,No,,http://www.freedomscientific.com/Downloads/JAWS,635288 - Students,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
"Frontline Plus Solver, Excel Add-On",Sam Done,,,,,,,8/6/19,"Used to solve optimization models in Excel, it is needed for MIS-665",Approved,Unknown,Cost Associated,,714722 - COB & CAS - Student Svcs,"{""type"":""thumbnail"",""fileName"":""Frontline Plus Solver, Excel Add-On.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/Sit",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
FSI,Sam Done,,,,,,,1/29/20,"Website that for faculty training and development, uses normal logon credentials",Approved,Unknown,,,,,,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
FTP,Sam Done,182318,#175548,3000,Ordered,Christopher Sweets (Orbis),,2/26/20,,Approved,Unknown,,,,,,,,,,Chris Sweets,,,,Existing,File Transfer,IT Use,Orbis,Orbis,,FTP Today,,Unknown,,Yes,,,,,,,,,,,,2/26/20,2/26/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Fujitsu ScanSnap Software for S1500,Sam Done,,,,,,,2/24/21,"Used to scan files from a Fujitsu ScanSnap device directly to the computer.
",Approved,No,,,"Request %231284177
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
FullStory,Sam Done,192047,#183404,18725.5,Ordered,,,9/24/20,,Approved,Unknown,,,,,,,,,,Billy Hale,,,,Existing,Marketing,IT Use,GCE,GCE,,FullStory Inc,,Unknown,,Yes,,,,,,,,,,,,9/24/20,9/24/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
FullStory,Sam Done,187442,#179942,42464.3,Ordered,,,6/29/20,,Approved,Unknown,,,,,,,,,,Billy Hale,,,,Existing,Marketing,Open Use,GCE,GCE,,FullStory Inc,,Unknown,,Yes,,,,,,,,,,,,6/29/20,6/29/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Fundraker,Sam Done,189309,#181413,14995,Ordered,Taylor Potter,,8/10/20,,Approved,Unknown,,,,,,,,,,Taylor Potter,,,,Existing,Sports Management,Open Use,GCU,GCU,,eTeamSponsor,,Unknown,,Yes,,,,,,,,,,,,8/10/20,8/10/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Fusion (Innosoft),Sam Done,,,,,,,8/6/20,"For student check-in to the facilities operated by the Office of Campus Recreation
",Approved,Unknown,,,"Requests 1166645 & 1165695  indicate that this has been in use for a while with approval. No actual approval documentation can be located.
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Fusion (Rock Gym Pro),Sam Done,,,,,,,6/24/20,Campus Rec Department Tracking,Approved,No,,,,"{""type"":""thumbnail"",""fileName"":""Fusion (Rock Gym Pro).jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,6/24/20,6/24/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Fuze,Sam Done,,,,,,,8/6/19,"Schedule Meetings
",Restricted Approval,No,,https://www.fuze.com/download,"318712 -  Need MGR Approval
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
G Power,Sam Done,,,,,,,8/6/19,"A tool to compute statistical power analyses for many different t tests, F tests, Ï‡2 tests, z tests and some exact tests, can also be used to compute effect sizes and to display graphically the results of power analyses.
",Restricted Approval,No,,http://www.gpower.hhu.de/,"312818/697513 -  Need MGR Approval - http://www.gpower.hhu.de/
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Game Plan,Sam Done,188103,#180223,6356,Ordered,,Don Drysdale,7/14/20,,Approved,Unknown,,,,,,,,,,Don Drysdale,,,,Existing,Sports Management,Open Use,GCU,GCU,,Game Theory Group International,,Unknown,,Yes,,,,,,,,,,,,7/14/20,7/14/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GameSalad,Sam Done,,,,,,,1/28/16,Aids in development of App based games,Approved,Unknown,,,Request 442712,"{""type"":""thumbnail"",""fileName"":""GameSalad.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c93",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,1/28/16,1/28/16,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Garmin Express,Sam Done,,,,,,,10/23/16,Monitor Garmin Devices,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Garmin Express.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e96",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,10/23/16,10/23/16,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Gartner,Sam Done,172867,#166273,41050,Ordered,,Ryan Brown,9/26/19,,Approved,Unknown,,,,,,,,,,Ryan Brown,,,,Existing,Procurement,Open Use,GCE,GCE,,"Gartner, Inc",,Unknown,,Yes,,,,,,,,,,,,9/26/19,9/26/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Gaumard,Sam Done,170726,#165249,1080.58,Ordered,,Vanessa Slaughter,9/11/19,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Gaumard.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-",,,,,,Vanessa Slaughter,,,,Existing,Educational Services,Open Use,GCU,GCU,,Gaumard Scientific Co Inc,,Unknown,,Yes,,,,,,,,,,,,9/11/19,9/11/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GaussView,Sam Done,184504,#177259,3250,Received,,Jessica Silva,3/27/20,,Approved,Unknown,,,,,,,,,,Jessica Silva,,,,Existing,File Viewer,IT Use,GCU,GCU,,Gaussian,,Unknown,,Yes,,,,,,,,,,,,3/27/20,3/27/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GCE.com,Sam Done,,,,,,,1/31/20,Website for Grand Canyon Education,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""GCE.com"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":"""",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f""}",,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GCU Marketing,Sam Done,,,,,,,2/2/20,Website: https://gcumarketing.com/login.php,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""GCU.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-417b",,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GCU.edu,Sam Done,,,,,,,1/30/20,Website for Grand Canyon University,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""GCU.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-417b",,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Gcumail.gcu.edu,Sam Done,,,,,,,2/1/20,"Often referred to as the Web App, or OWA",Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""GCU.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-417b",,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GetList,Sam Done,,,,,,,2/3/20,Utilized & handled by Marketing/Events.,Approved,Unknown,,,,,,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GGLEAP,Sam Done,195102,#185817,3000,Ordered,,Ha Cao,11/30/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""GGLeap.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-4",,,,,,Ha Cao,,,,Existing,Esports Arena,Open Use,GCU,GCU,,GGCircuit LLC,,Unknown,,Yes,,,,,,,,,,,,11/30/20,11/30/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Gimp,Sam Done,,,,,,,8/6/19,"A free and open-source raster graphics editor used for image retouching and editing, free-form drawing, resizing, cropping, photo-montages, converting between different image formats, and more specialized tasks.
",Restricted Approval,No,,https://www.gimp.org/downloads/,"437122 -  Need MGR Approval
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GitHub,Sam Done,179166,#172762,600,Ordered,Roger Morgan (Orbis),,1/15/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""GitHub.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-4",,,,,,Roger Morgan,,,,Existing,Development Tools,IT Use,Orbis,Orbis,,"GitHub, Inc",,Unknown,,Yes,,,,,,,,,,,,1/15/20,1/15/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Go Fuse,Sam Done,,,,,,,7/17/15,FUSE file writing,Approved,Unknown,,,Request 367523,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,7/17/15,7/17/15,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Google Analytics Debugger,Sam Done,,,,,,,3/1/22,"This software is used to debug Google analytics and GTM. 
",Approved,Unknown,,,"153319
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Google Earth,Sam Done,,,,,,,8/6/19,A computer program that renders a 3-D representation of Earth based on satellite imagery,Approved,No,,https://www.google.com/earth/,389129 - Online Faculty,"{""type"":""thumbnail"",""fileName"":""Google Earth.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GoPro Studio,Sam Done,,,,,,,8/6/19,"Use video from GoPro action cameras.
",Denied,Unknown,,,"748604 -  
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GoToMeeting,Sam Done,,,,,,,8/6/19,GoToMeeting web conferencing software makes it simple and cost-effective to collaborate online with colleagues and customers in real time.,Approved,Unknown,Trial Version,https://www.gotomeeting.com/,"-603586 -  

-Trial Version (14 days) but group pricing as well","{""type"":""thumbnail"",""fileName"":""GotToMeeting.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GP Intercompany Posting,Sam Done,172112,#165267,1750,Ordered,Jamie Floyd (GCE),,9/16/19,,Approved,Unknown,,,,,,,,,,Jamie Floyd,,,,Existing,Accounting,Open Use,GCE,GCE;#Orbis;#GCU,,Nolan Business Solutions,,Unknown,,Yes,,,,,,,,,,,,9/16/19,9/16/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
GradeAssist,Sam Done,,,,,,,11/6/19,,Denied,Unknown,,,"Request 1022402 
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Great Plains,Sam Done,,,,,,,5/20/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Great Plains.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-",,,,,,Rochelle Sterling,,,,Existing,Accounting,Open Use,GCE,GCE;#Orbis;#GCU,,Microsoft Dynamics,,Unknown,,Yes,,,,,,,,,,,,5/20/20,5/20/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Great Plains,Sam Done,,,,,,,2/4/20,"Also known as Microsoft Dynamics GP, this software is used for managing inventory and operations of financials.",Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Great Plains.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-",,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Greenshot,Sam Done,,,,,,,6/22/21,"Approved for IT 
",Restricted Approval,Unknown,,,"Users are to use Microsoft Paint to add text boxes rather than any third-party applications. 
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
G-Suite,Sam Done,,,,,,,6/2/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""G-Suite.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-",,,,,,Deana Silva,,,,Existing,Google Cloud,Open Use,Orbis,Orbis,,Google,,Unknown,,Yes,,,,,,,,,,,,6/2/20,6/2/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
health and wellness app,Sam Done,188059,#180438,1250,Ordered,,Jessica Defoy,7/20/20,,Approved,Unknown,,,,,,,,,,Jessica Defoy,,,,Existing,health and wellness app,Open Use,GCU,GCU,,BetterTime Co,,Unknown,,Yes,,,,,,,,,,,,7/20/20,7/20/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
HID Origo,Sam Done,185177,#177649,7500,Ordered,Vanessa Sanchez (GCE),,4/16/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""HID Origo.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c93",,,,,,Vanessa Sanchez,,,,Existing,Infrastructure,Open Use,GCE,GCE,,HID Global Corporation,,Unknown,,Yes,,,,,,,,,,,,4/16/20,4/16/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Hog 4 PC,Sam Done,,,,,,,8/6/19,"Arena Lighting
",Pending Approval,Unknown,,https://pro.arkaos.com/software/mediamaster-pro,"933304
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Host Analytics,Sam Done,,,,,,,8/6/19,"Personalized dashboards, Color-coded scorecards, KPIs, Third- Party Data Feeds, Mobile-friendly interface, Open BI.",Approved,No,,http://gcusso.gcu.edu/hostanalytics/,(Browser Plugins),,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Host Analytics,Sam Done,,,,,,,2/5/20,Host Analytics offers financial management applications that comes with different user access permission levels that enable sharing of financial information in a manageable way,Approved,Unknown,,,,,,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Hotjar,Sam Done,185914,#178501,5301,Ordered,,,5/15/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Hotjar.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-4",,,,,,Cienna Hernandez,,,,Existing,Marketing,Open Use,Orbis,Orbis,,Hotjar LTD,,Unknown,,Yes,,,,,,,,,,,,5/15/20,5/15/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
HP Scanners/Printers,Sam Done,,,,,,,8/6/19,Software interface for utilizing scanners and printers from HP. UDRs require the ability to print documents from their computer and scann documents to their computer.,Approved,No,,http://support.hp.com/us-en/drivers/,363381 - Scanning and Priting documents for UDR. Common UDR Install,"{""type"":""thumbnail"",""fileName"":""HP.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-417b-",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Huddly,Sam Done,,,,,,,9/1/21,"This software is for new Creston conference room equipment that is being implemented on campus for small meeting spaces and allows users to access and configure settings.
",Restricted Approval,No,,,"Request - 48722 - Mostly for HD, AV and Campus Tech
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Hudl Gold,Sam Done,,,,,,,7/7/20,,Approved,No,,,48722,"{""type"":""thumbnail"",""fileName"":""Hudl Gold.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c93",,,,,,Don Drysdale,,,,Existing,Sports Management,Open Use,GCU,GCU,,Hudl,,Unknown,,Yes,,,,,,,,,,,,7/7/20,7/7/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
iAuditor,Sam Done,182220,#175576,684,Ordered,Teresa Bohman,,2/21/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""iAuditor.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933",,,,,,Teresa Bohman,,,,Existing,Audit,Open Use,GCU,GCU,,SafetyCulture Pty Ltd,,Unknown,,Yes,,,,,,,,,,,,2/21/20,2/21/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Igloo,Sam Done,181590,#176434,151622.5,Ordered,,,2/21/20,,Approved,Unknown,,,,,,,,,,Jeri Burns,,,,Existing,Educational Services,Open Use,GCU,GCU,,"Igloo, Inc",,Unknown,,Yes,,,,,,,,,,,,2/21/20,2/21/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Igloo File Manager,Sam Done,,,,,,,2/22/22,"This software allows files to be able to move around in an app compatible with her program database.
",Approved,Unknown,,,"146664
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Image Credit,Sam Done,,,,,,,1/23/20,,Approved,Unknown,,,,,,,,,,Leanne Abramo,,,,Existing,Marketing,Open Use,GCE,GCE;#GCU,,iStock,,Unknown,,Yes,,,,,,,,,,,,1/23/20,1/23/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Imaging Systems,Sam Done,,,,,,,3/14/20,,Approved,Unknown,,,,,,,,,,Jessica Silva,,,,Existing,Educational Services,Open Use,Orbis,Orbis,,Analytical Technologies Group LLC,,Unknown,,Yes,,,,,,,,,,,,3/14/20,3/14/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
iMedRIS,Sam Done,184052,#178135,43104,Ordered,,,4/23/20,,Approved,Unknown,,,,,,,,,,Jeri Burns,,,,Existing,Health Services,Open Use,GCU,GCU,,iMedRIS Data Corporation,,Unknown,,Yes,,,,,,,,,,,,4/23/20,4/23/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
ImmediaCare,Sam Done,195537,#187276,27700,Ordered,,Ryan Masterson,12/7/20,,Approved,Unknown,,,,,,,,,,Ryan Masterson,,,,Existing,GNE Demonstration,Open Use,GCU,GCU,,Immedia LLC,,Unknown,,Yes,,,,,,,,,,,,12/7/20,12/7/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Immersive Reader,Sam Done,,,,,,,6/19/19,"This software will allow faculty to view text on the computer (websites, emails, articles, etc.) in a customizable way for those with dyslexia or other varying disabilities or preferences. In addition, it can be used to help inform our GCU students with dyslexia or other varying needs that this may be used to aid them in their coursework.
",Denied,Unknown,,,"Request 958442: Since this request is specific to an accommodation please contact the HR Service Center for approval.
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
In Reach Sync,Sam Done,,,,,,,8/6/19,This device is a satellite messaging service for outdoor activities. Used to Sync emergency contact information to his device.,Approved,No,,https://inreach.garmin.com/Account/LogOn?ReturnUrl=%2f,713463 - Recreation activities,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
